"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IHW_pvalue"
"PPP2CA_crovir-transcript-13908",233.019838256701,0.765788059885016,0.200724709871649,3.8151160381534,0.000136118954913348,0.0017550430257156,0.00267200347146016
"TTLL7_crovir-transcript-5869",23.6580045971092,4.74670455640858,1.25477579795335,3.78291051210175,0.000155005154135346,0.00195647653879924,0.00267200347146016
"PSMC1_crovir-transcript-7166",1533.12859534052,0.492298830658105,0.134334990407436,3.66471035703335,0.000247618650650946,0.0028843981594147,0.00268349534530623
"RAI2_crovir-transcript-12036",88.7228226934985,0.815289500089775,0.224385342767533,3.6334347423683,0.00027967320497476,0.00319384378668146,0.00268432831930625
"SLC12A7_crovir-transcript-5461",116.447077529087,-2.91580703688353,0.8024906444956,-3.63344676587007,0.000279660166803774,0.00319384378668146,0.00268432831930625
"MGME1_crovir-transcript-5541",565.191809656795,0.526597656164808,0.143696347226961,3.66465582686715,0.000247671411367142,0.0028843981594147,0.00268432831930625
"CHMP2A_crovir-transcript-2752",2042.04566478621,0.647821387804091,0.176780181121416,3.66455890979744,0.000247765209599459,0.0028843981594147,0.00268590076540698
"OS9_crovir-transcript-14621",3439.98138797749,0.9093480705557,0.248384562285965,3.66104906917994,0.000251184641393002,0.00291391857517476,0.00269240014144756
"SLC5A10_crovir-transcript-1613",79.9162575740758,1.23605711140589,0.34543073520187,3.57830669203058,0.000345827506781799,0.0037848472906696,0.002706165634268
"ZNF574_crovir-transcript-710",234.486374912088,0.630954618840081,0.165598508706247,3.81014674449347,0.000138884330605694,0.00178720421530644,0.002706165634268
"PHOSPHO1_crovir-transcript-2642",68.8961177245389,-1.32127711299514,0.369424597555756,-3.57658131520527,0.000348117063134438,0.00380419557808056,0.00272098804427341
"GTPBP2_crovir-transcript-9513",357.146968454689,-0.576335643894308,0.157946934179759,-3.6489194734124,0.000263345628794875,0.00303630143689196,0.00275021256188532
"MAP3K13_crovir-transcript-10654",53.5508177805808,-1.40278623699908,0.392645512570107,-3.57265317465869,0.00035338265442579,0.00384580628042588,0.00275725674213162
"MOB2_crovir-transcript-7677",528.619567848849,0.749949748346086,0.205523607235237,3.64897131981394,0.000263292493138116,0.00303630143689196,0.00277460718485207
"DERL2_crovir-transcript-9999",2238.73274364729,0.968446486684671,0.265007307279764,3.65441427493279,0.000257769769545515,0.0029824414564082,0.00277460718485207
"WIPI2_crovir-transcript-8043",624.518559673903,0.384853431782508,0.105667513276683,3.64211686116619,0.000270405261045255,0.0031122560149973,0.00278100929095521
"CDC42EP5_crovir-transcript-2895",71.9166228549677,-1.78129530622167,0.492513074955195,-3.61674724347921,0.000298328356181491,0.0033603339180477,0.0028356068097838
"LOC103054827_crovir-transcript-3632",3108.58800714986,1.595997855203,0.435930612141842,3.6611281950617,0.000251107068428748,0.00291391857517476,0.00284427657834756
"LOC103049301_crovir-transcript-11379",28.4944959617098,-2.23131770868124,0.596481265575257,-3.74080098983381,0.000183434726600837,0.00224652186059892,0.00284486527914374
"STAT1_crovir-transcript-8390",427.721718001833,-2.81332959954234,0.765273757183445,-3.67623948049215,0.000236697337165874,0.00278371118305855,0.00287235082408168
"LOC103066482_crovir-transcript-11487",884.356207334463,0.615371613532003,0.168993669099614,3.64138856094822,0.000271171501586998,0.00311563772293772,0.00287343137820353
"PLK4_crovir-transcript-4504",113.461651682643,-1.11833801650916,0.312028164107606,-3.5840931850097,0.000338251317583098,0.00372415265352342,0.00287539185672096
"ATF6B_crovir-transcript-13131",211.342537018473,0.596089520393542,0.16050103546239,3.71392943775258,0.000204065715519691,0.00245586385739482,0.00288337391961606
"CEP57L1_crovir-transcript-9058",23.8517502981175,-2.2700832188361,0.626110331652356,-3.62569199719987,0.000288188683454254,0.00327690408169105,0.00289997584477285
"STXBP6_crovir-transcript-7249",54.5517398629766,1.99078825233341,0.56221224994651,3.54099052897339,0.000398627887117495,0.00425052694509278,0.00290839185609199
"MSL2_crovir-transcript-10652",205.264016778328,-0.517458995648619,0.142158864411817,-3.64000512939947,0.000272632609783512,0.00312969897566973,0.00292499243936612
"LZTFL1_crovir-transcript-2168",55.4967410360176,-1.15669355401204,0.319493031971103,-3.62040307068938,0.000294144430483465,0.0033274142693627,0.00295214515078061
"LOC103057232_crovir-transcript-12435",666.975786107194,0.715697362235559,0.197041535429439,3.63221571876074,0.000280998063023008,0.00320577416080286,0.00295935377345038
"MARCO_crovir-transcript-8111",101.056442567029,-4.95193141452429,1.38958003727275,-3.56361726687092,0.000365779173994523,0.00396110616173051,0.00301388780664461
"CDK12_crovir-transcript-2520",963.560374186765,0.399696083765944,0.110227236314752,3.62610999902618,0.000287722830147415,0.00327690408169105,0.00302489254591633
"LOC103056902_crovir-transcript-11029",693.178046705942,-0.764244579968676,0.211089170227537,-3.6204821836425,0.000294054499894518,0.0033274142693627,0.00305422756657206
"LMO2_crovir-transcript-7572",66.3949502567631,-2.03684498153734,0.564473666243487,-3.60839681874325,0.000308095001115498,0.003440959411273,0.0030760253725634
"BUD23_crovir-transcript-9953",813.681440150756,0.604184255121162,0.166842115854826,3.62129341279081,0.000293133830876452,0.00332711936065651,0.0030760253725634
"LOC103049761_crovir-transcript-12569",53.9402684021062,1.04437938434829,0.289627896942602,3.60593504760097,0.000311030933240029,0.00346494764310472,0.0030972789349933
"LOC103067362_crovir-transcript-5072",402.227386619243,-0.680351305494214,0.188315792162129,-3.61282130236041,0.000302883445337544,0.00339713660204269,0.0030972789349933
"MRPL21_crovir-transcript-7847",551.503155154801,0.893729817641108,0.24696610270513,3.61883597729277,0.000295931120900012,0.00334189339441024,0.0030972789349933
"RTCA_crovir-transcript-5761",385.034499898005,0.762101817674533,0.207812303495976,3.6672603347053,0.000245163157489357,0.0028616832276855,0.00312409915031349
"MFN2_crovir-transcript-10933",432.730773713975,-0.549718889137304,0.152123459241028,-3.61363652838262,0.000301932251311053,0.0033894364410192,0.00312912855519218
"CCDC50_crovir-transcript-6646",821.906137463088,0.514318391237788,0.142621262738237,3.60618312699805,0.000310733888807813,0.003464564660503,0.00313218927926722
"LOC103054933_crovir-transcript-11739",224.439247394621,-1.17468308937236,0.318458339479506,-3.68865544953945,0.000225442270400839,0.00267408592318981,0.00313590257012305
"TNC_crovir-transcript-2135",49.640006366066,2.72253677814465,0.759362955824593,3.58529048232046,0.000336703224911699,0.00371330730483721,0.00313590257012305
"THOC2_crovir-transcript-200",694.519914953526,0.740375838731986,0.204775589664536,3.61554734109116,0.000299713694303496,0.00337305770295488,0.00317269608742992
"CACNA2D2_crovir-transcript-13657",8.81938533408462,-5.08527016912688,1.31940544138923,-3.85421342796078,0.000116102283821524,0.00155155939575066,0.00317896556252595
"TRMT12_crovir-transcript-173",33.4495875410477,-1.05765242395871,0.285289833328323,-3.70729097360269,0.000209488199215303,0.00251423962479513,0.00317896556252595
"NPHP3_crovir-transcript-2160",135.538037058607,-0.6768326008752,0.190891795519166,-3.54563484006438,0.000391668544833756,0.00418647334388755,0.00318210709239588
"CDV3_crovir-transcript-2163",1332.16526834753,0.484720541937813,0.134302013008583,3.60918299792599,0.00030716287635489,0.00343636839620101,0.00318210709239588
"POLA1_crovir-transcript-3550",24.9627312971171,-2.19790312040539,0.593553189568349,-3.70295899176917,0.000213099338975114,0.00255525480098341,0.00318210709239588
"LUC7L3_crovir-transcript-14275",1418.28370607613,0.380434009217889,0.10544969263111,3.60772990158201,0.000308887799849186,0.00344689516075361,0.00319722997536118
"SLC25A3_crovir-transcript-11984",14011.5423673132,0.765738863135767,0.212044584230379,3.61121631997834,0.000304764322140799,0.00341532829994659,0.0032067927699393
"THRAP3_crovir-transcript-7469",331.815682568057,-0.356870939535861,0.0991881656495468,-3.59791853391828,0.000320774052410715,0.00355846068233585,0.00324087636796872
"LOC103059454_crovir-transcript-7659",75.953234014495,-1.42309115221799,0.406575775148549,-3.50018677747841,0.000464932269658157,0.00480223699043938,0.00325685950572303
"LOC103052516_crovir-transcript-8120",558.391575085308,-1.41042257205107,0.391556673446004,-3.60209049596384,0.000315668427856301,0.00350772246286825,0.00328616655699931
"CDC6_crovir-transcript-2552",444.705250063775,-0.840141062546189,0.233823085763279,-3.59306293390013,0.000326813614554198,0.00362241308905031,0.00329342947431667
"SIPA1_crovir-transcript-14390",51.5437687138242,1.30788101581687,0.372035703409642,3.51547177819325,0.000438973412901633,0.00458800262771199,0.00330515434024426
"LOC103058491_crovir-transcript-14389",30.9105601953409,-1.64883592815583,0.446242916877887,-3.69492907515893,0.000219948174629378,0.00262307090719846,0.00330636831062835
"POLR3B_crovir-transcript-12176",291.405139881983,-0.542896635864746,0.144286009043912,-3.76264226491648,0.000168127611643578,0.00209405401093371,0.00331066515030456
"LOC103054293_crovir-transcript-5688",95.3280454831718,-3.07615717946593,0.869707478506041,-3.53700210184471,0.000404696445356951,0.00430479525343402,0.00333766356950252
"LOC103060327_crovir-transcript-14147",59.507482881817,-5.10141435203918,1.43110680923636,-3.56466360100774,0.000364323151060731,0.00394858041289322,0.00334205377061093
"ZNF280D_crovir-transcript-11033",1694.71727369547,-0.314624604874376,0.0871908786708901,-3.60845778446569,0.000308022623149813,0.003440959411273,0.00336445637089492
"LOC103061296_crovir-transcript-11477",9.64601401959194,2.99070712409449,0.782418057493026,3.82239021128566,0.000132164327830528,0.00170880589427806,0.00336445637089492
"SRCAP_crovir-transcript-3019",1142.79463833797,0.460442060701048,0.128182648749972,3.59207790751123,0.000328051737459238,0.00363003558480483,0.00337777791518831
"TRAPPC6B_crovir-transcript-7280",457.733969534018,0.729186447663543,0.200230832870802,3.6417290844215,0.000270812985792248,0.00311423128387076,0.00337777791518831
"DCAF1_crovir-transcript-13666",944.581392590942,0.476249705983304,0.132662504761368,3.58993452475496,0.00033076103309857,0.00365694721422476,0.00338011423869136
"LOC103053685_crovir-transcript-10436",401.489505156456,-0.61941588501231,0.172780420615281,-3.58498887088326,0.000337092579426642,0.00371449550763359,0.00339192540647481
"CDR2L_crovir-transcript-14235",103.721008749864,-1.52042193305218,0.431461660513343,-3.52388652851153,0.000425266325745901,0.00448382321070218,0.00339192540647481
"LOC103050897_crovir-transcript-2764",158.60492731336,-0.817173340249994,0.23188018037132,-3.52411896066934,0.000424893442756844,0.00448347560797021,0.00339192540647481
"IVNS1ABP_crovir-transcript-5679",2957.5730608774,0.53513015518607,0.148960272559542,3.59243539227661,0.000327601892576973,0.00362810156430754,0.00339192540647481
"SUPT4H1_crovir-transcript-9971",375.74190838033,0.41204156079444,0.115008154230006,3.58271605655364,0.0003400401641322,0.00373760813741977,0.00339192540647481
"LOC103065790_crovir-transcript-13585",7.86671984662193,5.59969523404927,1.46256977381868,3.82866878168061,0.000128838260355791,0.00168088689821254,0.00339617813242689
"PTK6_crovir-transcript-6666",54.4760570653252,-1.79536633914125,0.514672331856043,-3.48836770118707,0.000485979254676012,0.00497289865723553,0.00341128777422697
"NASP_crovir-transcript-6100",662.436799468118,-0.357745063863923,0.0998219984411485,-3.58382991174873,0.000338592619092458,0.00372480120586282,0.0034368461561646
"ELF2_crovir-transcript-4489",579.136365174493,-0.339512446466128,0.0949959377084027,-3.57396805227912,0.000351611849858779,0.00383562747756137,0.00344586977726419
"LOC103060173_crovir-transcript-380",195.751596758547,-0.682729498853757,0.182255851422419,-3.74599494899825,0.000179680205930572,0.0022066870728345,0.00348760668169577
"LOC103055118_crovir-transcript-7256",15.5393997539918,5.36513475300262,1.46097897274732,3.67228745456457,0.000240389064228383,0.00281592518398967,0.00350538638682243
"TTBK1_crovir-transcript-9723",56.3700287338971,-1.38945309293798,0.397806722025004,-3.49278434980955,0.000478012368686444,0.00490363596813189,0.00353568284252153
"HERC3_crovir-transcript-4335",282.549461837467,-1.15706798965711,0.323317260285579,-3.5787386934898,0.000345256454565311,0.0037848472906696,0.00354593407462809
"CCNYL1_crovir-transcript-8486",2355.45554386527,0.958291145262125,0.267755248885535,3.57898173518829,0.000344935571502692,0.0037848472906696,0.00354593407462809
"TXLNA_crovir-transcript-13790",680.720668090323,0.511923540916407,0.143057629615366,3.57844277367659,0.000345647528512936,0.0037848472906696,0.00354871296121592
"SLC37A2_crovir-transcript-12765",241.64695295641,-1.13748621224903,0.314175374659395,-3.62054541506382,0.000293982640942845,0.0033274142693627,0.00361464722945485
"POC1B_crovir-transcript-11945",70.2299906621534,-0.936870610347531,0.263500045999173,-3.55548556659633,0.000377281657552036,0.00406232250049907,0.00361586306644748
"TNFRSF21_crovir-transcript-8568",203.841942580907,-1.66883223711527,0.458021706127686,-3.64356582840648,0.000268886842256744,0.00309748248852965,0.00361586306644748
"STK25_crovir-transcript-10710",326.399069604699,0.742163258286633,0.20616496944995,3.5998514212513,0.00031839906019854,0.00353508720876999,0.00366382324531579
"HDAC4_crovir-transcript-8552",115.056038052245,-0.9065969995615,0.255265751040197,-3.55158103218765,0.000382924062614702,0.00411300357156997,0.00366382324531579
"MRPS18C_crovir-transcript-4303",201.688475142614,0.814684522280378,0.228357944413685,3.56757687748549,0.00036029768910982,0.00390816325605142,0.00367884632490588
"LOC103060606_crovir-transcript-13120",95.8970264383687,-2.13711242489454,0.611209943249257,-3.49652758188687,0.000471355762701872,0.00485338213117696,0.00370285816979535
"SFRP5_crovir-transcript-10579",146.506539592821,0.811183728596152,0.231149335550818,3.50934916885285,0.00044920476084553,0.00467144386861995,0.0037062724111934
"TTK_crovir-transcript-8922",68.8268607198504,-0.861205201460436,0.248737369920419,-3.46230725900161,0.000535565357861314,0.00539244814518376,0.0037062724111934
"TEX9_crovir-transcript-11028",114.307542158874,0.880892048762762,0.251619956881787,3.50088307652247,0.000463719246506362,0.00479346149014021,0.00372333647522723
"LOC103059793_crovir-transcript-2279",15328.2726205378,0.769071595923505,0.215930866329384,3.56165660332392,0.000368522189305677,0.00398100546842087,0.00372333647522723
"TFIP11_crovir-transcript-16469",1575.71294008018,0.834145953395138,0.233500230283037,3.57235602030896,0.000353783999310762,0.00384699995952923,0.00376824963423308
"ETV6_crovir-transcript-12831",66.4669030042597,-1.36763821459666,0.396194414993721,-3.45193713701981,0.000556577381690553,0.00553221979238764,0.00376973477502885
"LOC103064733_crovir-transcript-13928",173.773878824237,0.653159854946072,0.183558788200401,3.55831426732336,0.000373242578128807,0.00402211569078347,0.00378580340143021
"PYROXD2_crovir-transcript-10586",1190.69845583161,-0.394317035105974,0.111088535230559,-3.54957452888895,0.000385854225870785,0.00413437631132059,0.0038450998342442
"CCDC181_crovir-transcript-3858",9.04044514153153,3.65427737581344,0.962439438341229,3.79689072396244,0.000146522339641985,0.0018724899953916,0.0038450998342442
"EFNA3_crovir-transcript-12537",142.606019545719,-1.0616580363256,0.303667862587258,-3.49611587897464,0.00047208364050895,0.00485708519369193,0.00386645171270159
"EIF3G_crovir-transcript-14889",2204.17153031483,0.510911492566837,0.143909787049452,3.55022061419125,0.000384908446530918,0.00412759545507545,0.00386645171270159
"PARG_crovir-transcript-10175",1365.65259563377,0.677890942639135,0.190319997966359,3.56184820240993,0.000368253292159642,0.00398100546842087,0.00389974940121204
"G3BP1_crovir-transcript-2462",555.024626311765,0.650870226479107,0.183789013639126,3.54139898567117,0.000398011225921745,0.00424738516982833,0.00390602028667693
"VEZT_crovir-transcript-11963",981.903695162727,0.542288353163522,0.153404819780165,3.53501509235917,0.000407751868699563,0.00433031171348409,0.00390732555449462
"INPP1_crovir-transcript-14431",257.223759997994,-1.07938332506685,0.298318362903651,-3.61822622838494,0.000296629057095781,0.0033469095492672,0.00392547516943234
"LOC103059123_crovir-transcript-4021",33.8917680294777,-2.0786912971496,0.571461971457931,-3.63749715811602,0.000275300228916088,0.00315483059896021,0.00392547516943234
"LOC103059689_crovir-transcript-4337",434.458397326179,-0.905070840790208,0.256093837830072,-3.5341375195086,0.000409108160227357,0.00434122013950027,0.0039570225564443
"CHD8_crovir-transcript-12351",1297.91633427883,0.383625687564095,0.107970249049457,3.55306846970754,0.000380765345140358,0.00409314987970768,0.0040124195038761
"YTHDC1_crovir-transcript-2594",1796.41557053649,0.499844012500046,0.141257177905931,3.53853885452046,0.000402348063265506,0.00428326953548993,0.00401389945396296
"PTPN22_crovir-transcript-6360",68.324085095138,-2.85819169206642,0.832844583744587,-3.43184280459097,0.000599494935543248,0.00587033273928392,0.00401389945396296
"FOXRED2_crovir-transcript-12149",3857.68483434707,0.573055572883497,0.162172981609832,3.53360693745026,0.000409930219273446,0.00434644661753759,0.00403862428321064
"LOC103051993_crovir-transcript-6791",402.804719512457,-1.88889486454922,0.52678320798606,-3.58571578576058,0.00033615490957987,0.00371036255845898,0.00403862428321064
"LOC103058640_crovir-transcript-15717",427.036318564672,-0.59003088444808,0.167130916826433,-3.53035150917548,0.000415007898021684,0.00439322164920226,0.00403957544938627
"LOC103060658_crovir-transcript-2887",109.471924810996,-2.40377286975058,0.682916926546091,-3.51986131301191,0.000431772503294866,0.00453069158190874,0.00404029913686599
"LOC103065495_crovir-transcript-8583",5.06207631320634,-5.42234397502158,1.43397485652848,-3.78133825034322,0.000155987558844959,0.00196512880024069,0.00404029913686599
"LOC103055794_crovir-transcript-3023",110.708281444067,-3.64837734651592,1.05234100216064,-3.46691551410158,0.000526467336884523,0.00531301007919423,0.0040482356890869
"LOC103056029_crovir-transcript-9659",217.480074101646,-0.576638256850792,0.160974746546664,-3.58216595597269,0.000340757198254491,0.00374237089506806,0.00407726150982291
"LOC103052032_crovir-transcript-10404",155.215231092085,-1.08529229485184,0.310105925363994,-3.49974704152445,0.000465699858536624,0.00480640151337878,0.00408098994431206
"SEC14L1_crovir-transcript-14159",3773.8628736653,0.89342000520436,0.253030336482729,3.53088099088601,0.000414178054519679,0.00438795866595547,0.00408380077474927
"DENND1A_crovir-transcript-1513",91.4952363727664,0.91868872900668,0.262685591867478,3.49729394168732,0.000470003650103438,0.00484324073817527,0.00410868346438301
"TXNRD2_crovir-transcript-4192",99.966907153677,-1.07067838399861,0.304665992525597,-3.51426943034562,0.000440965301260478,0.00460517206937902,0.00410868346438301
"FAM177A1_crovir-transcript-7265",83.2066343685115,-0.942660642688754,0.268340332204855,-3.51292940179084,0.000443195220278841,0.00462114225729479,0.00412366152057149
"GABBR1_crovir-transcript-13238",125.030542064559,-5.51854817347213,1.59506006602908,-3.45977451947036,0.000540627887960223,0.0054392691397371,0.00413355967136136
"SRPRB_crovir-transcript-10690",300.376338193779,-0.566022118720168,0.160715887035738,-3.52188031413661,0.000428497551612607,0.00450708349742448,0.00413376063222922
"XPNPEP1_crovir-transcript-10509",440.297338816021,-0.440188307532826,0.125131528736214,-3.5178049207788,0.000435132116278262,0.00455507350294467,0.0041474917291745
"ARRDC2_crovir-transcript-6864",317.467539199415,-1.47244753862796,0.418769082846888,-3.5161323959685,0.000437882568456598,0.00458023083104086,0.00417033652244537
"COQ2_crovir-transcript-4310",77.2243060354089,1.01440412476339,0.289128578445895,3.50848791985889,0.000450661700306279,0.00467144386861995,0.00417621112954893
"ZNF217_crovir-transcript-6590",275.168629691257,-1.32588998949756,0.371334227218982,-3.57061076601393,0.000356149805571073,0.00386953536695425,0.00422363556252118
"HUWE1_crovir-transcript-14826",2272.83783291158,0.499463117198353,0.141936700011691,3.51891453836262,0.000433316268682444,0.00453966765998525,0.00423807589329614
"HGF_crovir-transcript-11620",15.9805015979546,2.80687820156313,0.771853089705034,3.63654462099231,0.000276319795597996,0.00316376571522358,0.00428806969652512
"LOC103048586_crovir-transcript-3591",111.889113064632,-1.26067626526247,0.364877119591801,-3.45507075552675,0.000550148426386936,0.00548949090522262,0.00428806969652512
"IFNAR2_crovir-transcript-3699",92.9094253957911,-1.25850388643985,0.364560788525166,-3.45210984300077,0.000556221242560692,0.00553221979238764,0.00432920803803481
"ASCC3_crovir-transcript-8983",24.8892307849058,-1.82454023487007,0.505484365783159,-3.60948895430873,0.000306800836815482,0.00343523178064195,0.0043415586060933
"DOK4_crovir-transcript-16047",34.6265933345123,2.53812194854128,0.703955639642922,3.605514048909,0.000311535635657239,0.00346764137917214,0.00434232814538849
"KPNA4_crovir-transcript-10868",2459.37346351671,0.536259183670973,0.152843792990947,3.50854407089163,0.00045056657769006,0.00467144386861995,0.0043526237310318
"uknown_crovir-transcript-11149",1934.67473867193,0.553838108894329,0.157861154354578,3.50838755207841,0.000450831774963662,0.00467144386861995,0.0043526237310318
"UBE2T_crovir-transcript-6400",76.2734689302441,-0.892583011506524,0.255341877670148,-3.49563894356401,0.000472928158187371,0.00486198161067141,0.0043526237310318
"LOC107326761_crovir-transcript-9451",163.920935573142,-1.86839010242171,0.54069068614831,-3.45556184022969,0.000549147205620321,0.00548731185010003,0.00436300449233686
"MDM4_crovir-transcript-6271",1092.69225292735,0.534780023378006,0.151782879297206,3.52332243171414,0.000426172558045869,0.00448978916982828,0.00437962494136463
"EOGT_crovir-transcript-13358",75.8127485506906,1.18849869560462,0.340277075310653,3.49273807093701,0.000478095212662442,0.00490363596813189,0.00438093112915526
"LRIG2_crovir-transcript-6342",169.554063847734,-0.970754158741012,0.264129323235666,-3.67529870159426,0.000237571296048349,0.00279035208804783,0.00438093112915526
"CNOT3_crovir-transcript-2925",120.096096513764,0.702405375459213,0.20420598850441,3.43969038618103,0.000582380008515882,0.00572398831022689,0.0043853236003025
"LOC103055008_crovir-transcript-928",13.4055736386274,-2.9280545818251,0.782849068132696,-3.7402542852983,0.000183834180789298,0.00224932545882268,0.00438832420528554
"TESK2_crovir-transcript-6098",254.904710923959,-1.10882940400743,0.315987323579558,-3.5090945783724,0.00044963498276742,0.00467144386861995,0.00438999101186947
"LOC103062765_crovir-transcript-5937",45.3771953777192,-4.91706659887846,1.40839681263882,-3.49125087102809,0.000480764595667442,0.00492718338527861,0.00439137274572729
"LOC103059376_crovir-transcript-7043",70.2349794515697,1.73424839950705,0.499970994756376,3.46869801987635,0.000522986949474099,0.00529002903647497,0.00448099790299631
"DENND5A_crovir-transcript-7796",265.389315140657,-0.895522322621443,0.245083947349978,-3.65394115895581,0.000258245474206208,0.00298532673512698,0.00450434897103006
"SLC6A8_crovir-transcript-14848",317.560185593509,-1.7007597301679,0.479451348147052,-3.54730409402512,0.000389195081750527,0.0041667882534817,0.00454226230238927
"SNCAIP_crovir-transcript-15548",258.858521557459,1.51478823773367,0.427071702132161,3.54691783644542,0.000389766128083737,0.00416951762321533,0.00454531953853696
"LOC103050737_crovir-transcript-16279",4.03560876488748,-5.72238266157543,1.56690442203144,-3.65203045004912,0.000260175025505935,0.00300499876219202,0.00455106213118081
"NOL12_crovir-transcript-12124",354.309824915053,0.453758964563036,0.128583277691499,3.52891116721809,0.00041727317441811,0.00441012273283243,0.00455666326832556
"FZD6_crovir-transcript-4915",121.823223090632,-1.26145365869903,0.368076958171882,-3.42714649937409,0.000609959901546124,0.00595512294699732,0.00455666326832556
"MPPE1_crovir-transcript-5228",459.555507049451,-0.591561915129217,0.169684906311204,-3.48623768601013,0.000489865545172907,0.00500490049638315,0.00456583757802392
"TEX10_crovir-transcript-2323",142.461610853329,0.624783293060094,0.182419842123076,3.42497442048306,0.000614857307280271,0.00599406347599909,0.00458599268169306
"CCNE2_crovir-transcript-4956",9.91217965157772,-3.17640410562288,0.852767296678801,-3.72481932409198,0.000195455159052439,0.00236953451093903,0.00462153972406808
"YWHAZ_crovir-transcript-4923",3634.91372296181,0.606715948182908,0.17380066016824,3.49087251795019,0.000481445918291121,0.00493033514150612,0.00465503348146087
"CLCC1_crovir-transcript-5729",965.27852947557,-0.503423825556387,0.144784514626736,-3.47705572556737,0.000506952440952024,0.00515949282110894,0.00465503348146087
"LOC103064684_crovir-transcript-3242",46.5156722093966,0.998322049743382,0.287466719081226,3.472826534265,0.000515008101719788,0.00523302142889861,0.00465600504283708
"LOC103067055_crovir-transcript-6041",168.999065118949,0.46041394486591,0.129301400524368,3.56078080360111,0.00036975365752484,0.00398777656807247,0.004684459818662
"IRGC_crovir-transcript-745",83.59921683725,-2.28740628010377,0.677006222961414,-3.37870790920949,0.000728273408225835,0.00689585517193019,0.004684459818662
"SMIM8_crovir-transcript-8976",490.146008435315,0.66999586502247,0.189514525456839,3.53532724421726,0.000407270450575867,0.00432868432159201,0.00470467804720472
"CLVS2_crovir-transcript-5080",36.3867414594802,2.55990922428828,0.715431881852228,3.57813132070767,0.000346059577903529,0.0037848472906696,0.00471752701768989
"PLP1_crovir-transcript-16155",35.8203161697863,2.22232188395863,0.62145722618604,3.57598526546596,0.000348911304286658,0.00380971862875912,0.00475267159341219
"KIF13B_crovir-transcript-9830",132.362564389718,-2.12931216201815,0.624114227101348,-3.41173469463688,0.000645509060726167,0.00624212940687548,0.00477688067095239
"FSCN2_crovir-transcript-7917",3.23168792363049,-4.84532475498656,1.30193745164316,-3.72162637219732,0.00019794376090904,0.00239750064865954,0.00484597554874356
"LOC103063612_crovir-transcript-5639",21.3092340634364,2.76810626404951,0.774561185652361,3.57377353180707,0.000351873295172963,0.00383562747756137,0.00485080630839332
"MAP3K11_crovir-transcript-12377",317.398327845877,0.748252125650328,0.215615360151145,3.47030993119325,0.000519858126674707,0.00527050629580275,0.00486530619758112
"FAM8A1_crovir-transcript-5315",97.3923899369802,1.24241928701042,0.361021830229103,3.44139656657877,0.000578719680661893,0.00570226261127421,0.00487329623948435
"MBD3_crovir-transcript-6767",93.1191297386227,-0.863327895185443,0.253570037782287,-3.4046920635264,0.000662387018284352,0.00636799181572201,0.00488114492590125
"EIF2B2_crovir-transcript-7191",304.800051796465,0.610382328343551,0.176015916765646,3.46776779941008,0.00052480054418849,0.00530430588340703,0.00488114492590125
"NACA_crovir-transcript-14672",7406.65030255643,0.634296792108665,0.182647837634298,3.47278566406393,0.000515086529173674,0.00523302142889861,0.00489180893411269
"SMYD2_crovir-transcript-9615",442.699022404619,-0.851335357406767,0.243020076134964,-3.50314826226114,0.000459793461944591,0.00475660844160718,0.00494085766590748
"DMXL2_crovir-transcript-11186",66.79028807512,-2.56176174515333,0.762633815261641,-3.35909802829088,0.000781973231308486,0.00730987024873064,0.00497868420745849
"SLC16A6_crovir-transcript-14396",67.7242643732225,-2.88264758781395,0.85693031406093,-3.36392299410357,0.000768429807414246,0.00720368810219893,0.00497868420745849
"LOC103051088_crovir-transcript-2273",48.085773993672,-4.78779656806481,1.42569872507519,-3.35821059797351,0.000784488198076033,0.00732300023540189,0.00498723742845586
"PEX10_crovir-transcript-12790",359.278437151086,1.02740733189031,0.297217628522694,3.4567509908379,0.000546729799136593,0.00547144616890111,0.0050009661787246
"DDX1_crovir-transcript-8766",1671.90428947456,0.784472131680927,0.226233134633543,3.46753862095237,0.000525248258597299,0.00530476610329125,0.0050009661787246
"TLR3_crovir-transcript-4570",364.380249680358,-1.37219622323841,0.396646179134628,-3.45949689023139,0.000541185526462607,0.00544072949240989,0.00502171831136899
"KIF20B_crovir-transcript-10334",24.6859339180149,-3.13539482195993,0.909500233607224,-3.44738209634587,0.000566047411683734,0.00560944054102813,0.00502780868604356
"RNF26_crovir-transcript-12650",75.9758454356805,-0.727372348227985,0.215476558443321,-3.37564491229478,0.000736428981736207,0.00695311257630677,0.00502780868604356
"uknown_crovir-transcript-13243",2818.27479404796,0.414105309674086,0.119073314728466,3.47773395423156,0.000505671549967333,0.00515043069040086,0.00502780868604356
"SEMA4C_crovir-transcript-12907",353.577189228021,-0.738475740883999,0.213552647894137,-3.45805003199997,0.00054410033000941,0.00546586698615699,0.00503315839216038
"PCID2_crovir-transcript-3357",248.724860112397,-1.04305886138793,0.288334024242816,-3.6175365155988,0.000297420380401015,0.00335296992947811,0.00504342999545335
"MRPL46_crovir-transcript-11291",414.019607590917,-0.794578262698751,0.230200827631718,-3.45167422234442,0.000557119949072471,0.0055334428676701,0.00506848070505879
