"X1","baseMean_Unext.vs.NonVen","log2FoldChange_Unext.vs.NonVen","lfcSE_Unext.vs.NonVen","stat_Unext.vs.NonVen","pvalue_Unext.vs.NonVen","padj_Unext.vs.NonVen","IHW_pvalue_Unext.vs.NonVen","t_ID_Unext.vs.NonVen","Human_Unext.vs.NonVen","type_Unext.vs.NonVen","baseMean_Unext.vs.1DPE","log2FoldChange_Unext.vs.1DPE","lfcSE_Unext.vs.1DPE","stat_Unext.vs.1DPE","pvalue_Unext.vs.1DPE","padj_Unext.vs.1DPE","IHW_pvalue_Unext.vs.1DPE","t_ID_Unext.vs.1DPE","Human_Unext.vs.1DPE","type_Unext.vs.1DPE"
"LOC103050015_crovir-transcript-5815",424.783832432175,3.60921844629085,0.288581402207996,12.5067603756721,6.85639046629679e-36,2.24287333789555e-34,2.62607343061207e-34,"crovir-transcript-5815","NP_066961.2","Nonvenom",424.783832432175,0.782113247944963,0.277049155297907,2.82301257011222,0.00475747062886372,0.0292137046530319,0.0270328667724913,"crovir-transcript-5815","NP_066961.2","Nonvenom"
"SSRP1_crovir-transcript-7902",1495.67820882453,1.13868012572166,0.0911267717776537,12.4955608929064,7.89375883292286e-36,2.57582729441639e-34,4.10705696625915e-34,"crovir-transcript-7902","XP_024304432.1","Nonvenom",1495.67820882453,0.257094213264153,0.0874695987130184,2.93924079962527,0.00329017342175471,0.0223267448879903,0.0211184858624354,"crovir-transcript-7902","XP_024304432.1","Nonvenom"
"DIRC2_crovir-transcript-8092",170.088202741128,2.74046804285325,0.220442909238304,12.431645237864,1.75974847529359e-35,5.68597160534201e-34,7.17683960805019e-34,"crovir-transcript-8092","NP_116228.1","Nonvenom",170.088202741128,-0.680037053329579,0.236920663172268,-2.87031550656735,0.00410062414166907,0.0260159848141486,0.0395805196148859,"crovir-transcript-8092","NP_116228.1","Nonvenom"
"FAM120A_crovir-transcript-8477",10339.9329463703,1.34610058785835,0.108103960950336,12.4519081079439,1.36541247132315e-35,4.43355482991454e-34,7.4098468059452e-34,"crovir-transcript-8477","XP_011516714.1","Nonvenom",10339.9329463703,0.809834138919133,0.0887961718383474,9.12014698554154,7.50225100234307e-20,1.94028805335108e-17,1.79241002494425e-17,"crovir-transcript-8477","XP_011516714.1","Nonvenom"
"ANGEL1_crovir-transcript-7175",525.299154892221,-2.5297452818126,0.205457919530615,-12.3127173077193,7.73735356985301e-35,2.44022804094192e-33,3.0661287301395e-33,"crovir-transcript-7175","NP_056120.2","Nonvenom",525.299154892221,0.950965463595015,0.234268969368322,4.05928905633205,4.92223511732496e-05,0.000754056692189504,0.000677657709833571,"crovir-transcript-7175","NP_056120.2","Nonvenom"
"SRPRB_crovir-transcript-10690",300.376338193779,1.781963104633,0.144741883882368,12.3113162329793,7.87286559131758e-35,2.47704026468591e-33,3.11885989744558e-33,"crovir-transcript-10690","NP_067026.3","Nonvenom",300.376338193779,-0.566022118720168,0.160715887035738,-3.52188031413661,0.000428497551612607,0.00450708349742448,0.00413376063222922,"crovir-transcript-10690","NP_067026.3","Nonvenom"
"LTN1_crovir-transcript-3715",1406.59003781522,-1.54252680828712,0.125101602811935,-12.3301922086961,6.22979456853639e-35,1.96948157786607e-33,3.43835425052001e-33,"crovir-transcript-3715","NP_056380.2","Nonvenom",1406.59003781522,0.960575386859924,0.13431306906747,7.15176410999436,8.56696968617423e-13,8.49611504967203e-11,8.21923088881753e-11,"crovir-transcript-3715","NP_056380.2","Nonvenom"
"SLC30A6_crovir-transcript-9444",1075.59091874124,1.12274781559254,0.0911994011469605,12.3109121493388,7.91238485420711e-35,2.48354689364315e-33,3.95051345299721e-33,"crovir-transcript-9444","NP_001180442.1","Nonvenom",1075.59091874124,0.886018976030706,0.0955976371313124,9.26820999575204,1.89295919509864e-20,5.54847372963356e-18,4.90169123797977e-18,"crovir-transcript-9444","NP_001180442.1","Nonvenom"
"LUC7L3_crovir-transcript-14275",1418.28370607613,-1.28145119379892,0.104764484299463,-12.2317329423965,2.10401441113083e-34,6.48065934157424e-33,1.03090739722403e-32,"crovir-transcript-14275","NP_001317259.1","Nonvenom",1418.28370607613,0.380434009217889,0.10544969263111,3.60772990158201,0.000308887799849186,0.00344689516075361,0.00319722997536118,"crovir-transcript-14275","NP_001317259.1","Nonvenom"
"TAF1D_crovir-transcript-4051",350.412453462205,-2.74089163980884,0.225896911683057,-12.1333736676065,7.02926935377832e-34,2.11568168700593e-32,2.68512271831145e-32,"crovir-transcript-4051","NP_077021.1","Nonvenom",350.412453462205,1.84762260179935,0.206902355212905,8.92992542254112,4.26296073885456e-19,1.00407950259807e-16,8.97547404170662e-17,"crovir-transcript-4051","NP_077021.1","Nonvenom"
"RALGAPA1_crovir-transcript-7288",604.612351196842,-2.13924083265363,0.17613994800395,-12.145120155285,6.08930720838025e-34,1.84966214119993e-32,2.78865581237582e-32,"crovir-transcript-7288","XP_006720161.1","Nonvenom",604.612351196842,0.541552886232283,0.192116142567401,2.81888278098384,0.00481911132622226,0.0294650036874719,0.028128046378259,"crovir-transcript-7288","XP_006720161.1","Nonvenom"
"UBE2G2_crovir-transcript-10668",1207.99050833889,1.20134420146563,0.0989376205038229,12.1424408162233,6.29206528415749e-34,1.90685739404708e-32,2.81268536446776e-32,"crovir-transcript-10668","NP_003334.2","Nonvenom",1207.99050833889,0.301206181627451,0.110646094671217,2.72224864802034,0.00648393365426573,0.0365829985115712,0.0361235127815833,"crovir-transcript-10668","NP_003334.2","Nonvenom"
"FAM126A_crovir-transcript-2023",85.1430952124906,-2.91485770454288,0.241434167715085,-12.0730952546148,1.4651769490806e-33,4.3405455549954e-32,4.042761907935e-32,"crovir-transcript-2023","NP_115970.2","Nonvenom",85.1430952124906,0.901941739918878,0.284014186856561,3.17569255923964,0.00149479278065545,0.0124718758712296,0.0105790243909612,"crovir-transcript-2023","NP_115970.2","Nonvenom"
"UBE2D3_crovir-transcript-4381",3449.70649868878,-1.1159221063398,0.09220822916784,-12.102196478674,1.02822610603692e-33,3.08070562633744e-32,4.87880137870758e-32,"crovir-transcript-4381","NP_871622.1","Nonvenom",3449.70649868878,0.535003172935976,0.0995617381346915,5.3735820904633,7.71876396966899e-08,2.73684131075091e-06,2.52825439686603e-06,"crovir-transcript-4381","NP_871622.1","Nonvenom"
"FKBP14_crovir-transcript-2071",1514.60923419634,3.63595565830997,0.300596718471203,12.0957929175075,1.11163734166566e-33,3.31554639709918e-32,4.94844572174613e-32,"crovir-transcript-2071","NP_060416.1","Nonvenom",1514.60923419634,1.16117052523432,0.315012286915484,3.68611185488728,0.000227706300649106,0.00269851402116955,0.00263256443112307,"crovir-transcript-2071","NP_060416.1","Nonvenom"
"RBM10_crovir-transcript-14759",1524.87743534254,-1.84383506993214,0.152623676277712,-12.080924237319,1.33213865615227e-33,3.95531169010256e-32,6.62818996738709e-32,"crovir-transcript-14759","XP_024308225.1","Nonvenom",1524.87743534254,0.497841667164168,0.172860322886192,2.88002277707151,0.00397646442169528,0.0255353289786567,0.024047558680913,"crovir-transcript-14759","XP_024308225.1","Nonvenom"
"RHBDL2_crovir-transcript-616",932.852679761815,-1.31369842926632,0.109225561958526,-12.0273899782283,2.55098116997492e-33,7.52339703887681e-32,1.03190280907677e-31,"crovir-transcript-616","NP_001291675.1","Nonvenom",932.852679761815,0.470489053537831,0.124889351120547,3.76724716171918,0.000165057568915999,0.00205851941533718,0.00195093775253705,"crovir-transcript-616","NP_001291675.1","Nonvenom"
"TLN1_crovir-transcript-15912",1869.74107310916,-1.91992798208986,0.161444749727148,-11.8921673534424,1.2998896207092e-32,3.72531410213247e-31,5.53287282838851e-31,"crovir-transcript-15912","NP_006280.3","Nonvenom",1869.74107310916,0.464550398178447,0.168938876251724,2.74981347387592,0.0059629197142269,0.034450683762879,0.0329542407105717,"crovir-transcript-15912","NP_006280.3","Nonvenom"
"ALDH16A1_crovir-transcript-2857",1965.41329699471,-1.07854297434888,0.0907374744574893,-11.8864116595418,1.39262151533151e-32,3.98241419449356e-31,5.91472039243326e-31,"crovir-transcript-2857","NP_699160.2","Nonvenom",1965.41329699471,0.532080620959845,0.101104705672308,5.26266920438281,1.41978895622644e-07,4.71713257748786e-06,4.40993329349718e-06,"crovir-transcript-2857","NP_699160.2","Nonvenom"
"GALK2_crovir-transcript-11222",471.91014381618,1.61888792657625,0.137810450592748,11.7472072663076,7.29914404137516e-32,2.06490592054611e-30,2.42289922330947e-30,"crovir-transcript-11222","XP_005254336.1","Nonvenom",471.91014381618,0.412986798745757,0.146983122541034,2.80975660066319,0.00495789792907581,0.0301635948729289,0.0328857158438702,"crovir-transcript-11222","XP_005254336.1","Nonvenom"
"DERL2_crovir-transcript-9999",2238.73274364729,2.80202943498556,0.23815360460087,11.765639406053,5.86800739466888e-32,1.66361164481548e-30,2.48881943707188e-30,"crovir-transcript-9999","NP_057125.2","Nonvenom",2238.73274364729,0.968446486684671,0.265007307279764,3.65441427493279,0.000257769769545515,0.0029824414564082,0.00277460718485207,"crovir-transcript-9999","NP_057125.2","Nonvenom"
"TMEM248_crovir-transcript-9926",500.532587819029,1.79940162622169,0.153222278530148,11.7437336364087,7.60532078940372e-32,2.14691528836637e-30,2.70319707416937e-30,"crovir-transcript-9926","XP_024302587.1","Nonvenom",500.532587819029,-1.17531512120576,0.170768942592407,-6.8824875493374,5.88163073560244e-12,5.09760614858534e-10,4.6624768914299e-10,"crovir-transcript-9926","XP_024302587.1","Nonvenom"
"ADD2_crovir-transcript-12995",95.8239652601189,3.51381153482094,0.301193164180448,11.6663057223828,1.89473693446444e-31,5.21467995971706e-30,4.19664117305331e-30,"crovir-transcript-12995","NP_001171983.1","Nonvenom",95.8239652601189,-0.781488820709166,0.261480088797076,-2.98871254138072,0.00280155572034735,0.0199419967357699,0.0155064706696086,"crovir-transcript-12995","NP_001171983.1","Nonvenom"
"ATP6V0E1_crovir-transcript-13971",3283.18990558686,1.6371986193029,0.139954598882339,11.698069462364,1.30386053872691e-31,3.62632773882634e-30,5.41393257766454e-30,"crovir-transcript-13971","NP_003936.1","Nonvenom",3283.18990558686,0.740232553394201,0.155258936348572,4.76772912917749,1.86314046347385e-06,4.45394476734481e-05,4.10935184135476e-05,"crovir-transcript-13971","NP_003936.1","Nonvenom"
"PTPRB_crovir-transcript-11876",126.173457003167,-3.34996783623803,0.287427131674519,-11.655016061711,2.16339630960382e-31,5.92932506226761e-30,5.51242193330606e-30,"crovir-transcript-11876","XP_006719591.1","Nonvenom",126.173457003167,1.91434907336065,0.322183189113181,5.94180310471801,2.81903900044121e-09,1.39786182014359e-07,1.00830026564582e-07,"crovir-transcript-11876","XP_006719591.1","Nonvenom"
"uknown_crovir-transcript-11930",43.7630741207948,5.67389708469383,0.487459753154987,11.639724198707,2.58851296222873e-31,7.06508620725908e-30,6.54832977209227e-30,"crovir-transcript-11930",NA,"Nonvenom",43.7630741207948,-1.64445824515442,0.284452456885275,-5.78113567082903,7.41980214046003e-09,3.3747306976782e-07,2.9891696648525e-07,"crovir-transcript-11930",NA,"Nonvenom"
"LOC103065003_crovir-transcript-1873",3581.47088136159,4.23132924625002,0.362891804089461,11.6600297900553,2.0397101665722e-31,5.60197898456693e-30,9.33100938080402e-30,"crovir-transcript-1873","NP_000777.1","Nonvenom",3581.47088136159,1.85016597470938,0.355012413364994,5.2115529064816,1.87266419913094e-07,6.02449775281391e-06,5.52965684070343e-06,"crovir-transcript-1873","NP_000777.1","Nonvenom"
"LOC103064076_crovir-transcript-5398",327.419854135761,-2.21283195843451,0.190433518320284,-11.6199709901532,3.26247016589281e-31,8.86786478287936e-30,1.11613494497246e-29,"crovir-transcript-5398","XP_016865096.1","Nonvenom",327.419854135761,0.854439091766212,0.217140170934887,3.93496554823303,8.32086311912615e-05,0.00115839745272339,0.00120723671849776,"crovir-transcript-5398","XP_016865096.1","Nonvenom"
"MBOAT2_crovir-transcript-8808",253.637043392547,-4.72000485566104,0.407561606926433,-11.5810831428806,5.13925608902893e-31,1.37679555323303e-29,1.62221259689533e-29,"crovir-transcript-8808","NP_620154.2","Nonvenom",253.637043392547,3.1408188461221,0.427940942757796,7.33937450780381,2.14594364355743e-13,2.33925592219194e-11,2.21138586028115e-11,"crovir-transcript-8808","NP_620154.2","Nonvenom"
"LOC103048819_crovir-transcript-3471",569.902692980515,-1.31993938225787,0.113900414086476,-11.5885389253786,4.71099989400837e-31,1.26486989007561e-29,1.74310113779499e-29,"crovir-transcript-3471","NP_004183.2","Nonvenom",569.902692980515,0.403474836515396,0.118394588924394,3.40788240561443,0.000654691022162865,0.00632165049950819,0.00587403003469974,"crovir-transcript-3471","NP_004183.2","Nonvenom"
"ABCF1_crovir-transcript-650",1072.71548530069,-2.05466567967417,0.178030045654771,-11.541117523828,8.18548027311924e-31,2.17558843630103e-29,3.29606862005802e-29,"crovir-transcript-650","NP_001020262.1","Nonvenom",1072.71548530069,1.1654113388387,0.190069516165148,6.1315005286071,8.7054045910997e-10,4.84490660576392e-08,4.48763291963226e-08,"crovir-transcript-650","NP_001020262.1","Nonvenom"
"LOC103068003_crovir-transcript-872",666.273559408316,1.2082246746348,0.105566093689412,11.4451963922198,2.48540981466416e-30,6.56616384503358e-29,1.04276998283131e-28,"crovir-transcript-872","NP_001186802.1","Nonvenom",666.273559408316,0.430092620201212,0.104463375257707,4.11716182001771,3.83566764776377e-05,0.000613986119830147,0.000563943462136139,"crovir-transcript-872","NP_001186802.1","Nonvenom"
"ASCC3_crovir-transcript-8966",181.252083897035,1.79800760198588,0.157284550920079,11.4315588623799,2.90840107971576e-30,7.65298431814229e-29,1.06830076221524e-28,"crovir-transcript-8966","XP_011533696.1","Nonvenom",181.252083897035,0.438669762600687,0.146843060719318,2.98733736856099,0.00281418979366411,0.0200211237208358,0.0190138442282255,"crovir-transcript-8966","XP_011533696.1","Nonvenom"
"LOC103064969_crovir-transcript-3701",156.592404048902,2.31591503075843,0.203278370725145,11.3928256237836,4.54023348143534e-30,1.1782263383024e-28,1.09833665208359e-28,"crovir-transcript-3701",NA,"Nonvenom",156.592404048902,1.27880962051699,0.194358322108304,6.57964941580627,4.71558822680501e-11,3.43638722163304e-09,3.00792131695483e-09,"crovir-transcript-3701",NA,"Nonvenom"
"MTHFD1L_crovir-transcript-9275",134.207321167614,5.42713442187816,0.47839384358374,11.3444905168981,7.89849295684518e-30,2.0179424932188e-28,1.86983454218395e-28,"crovir-transcript-9275","XP_005266964.1","Nonvenom",134.207321167614,-1.1925545991939,0.460991732339754,-2.5869327268433,0.00968344958692699,0.0497952046984667,0.0426889784803963,"crovir-transcript-9275","XP_005266964.1","Nonvenom"
"LOC103067319_crovir-transcript-13813",199.961407462622,4.69881915617728,0.415078840990572,11.32030518579,1.04108854355189e-29,2.64955024510514e-28,3.69882060044875e-28,"crovir-transcript-13813","XP_011535882.1","Nonvenom",199.961407462622,-1.64421819106019,0.328829679566059,-5.00021224735549,5.72672373949657e-07,1.60713800263744e-05,1.89414421843853e-05,"crovir-transcript-13813","XP_011535882.1","Nonvenom"
"FAM20B_crovir-transcript-7809",536.149074917664,1.25171932171875,0.110561631838781,11.3214620741486,1.02743888774997e-29,2.61986979829938e-28,3.94758735373934e-28,"crovir-transcript-7809","XP_016858490.1","Nonvenom",536.149074917664,-0.312378008195051,0.11729320034688,-2.66322350546522,0.00773959879411408,0.0418897448068793,0.0396146420752251,"crovir-transcript-7809","XP_016858490.1","Nonvenom"
"LOC103050915_crovir-transcript-13246",57.3919925373272,10.0499331932372,0.900456751645935,11.1609282454344,6.33268799154032e-29,1.56044534191544e-27,1.45989142113945e-27,"crovir-transcript-13246","NP_001244946.1","Nonvenom",57.3919925373272,-3.10425303568544,0.302855398884709,-10.2499511222753,1.18403396923673e-24,4.46211658692358e-22,3.64636927125197e-22,"crovir-transcript-13246","NP_001244946.1","Nonvenom"
"MBD1_crovir-transcript-14772",1158.22586482022,1.40312916668767,0.125185168527119,11.2084297460821,3.70711544719404e-29,9.27341611771519e-28,1.47024083019608e-27,"crovir-transcript-14772","NP_001310871.1","Nonvenom",1158.22586482022,0.541545420643703,0.123478494835816,4.38574685708449,1.15588485773682e-05,0.000224869045332577,0.000219176319238523,"crovir-transcript-14772","NP_001310871.1","Nonvenom"
"CCDC134_crovir-transcript-12062",810.860202982152,1.92056238184456,0.171635756789381,11.1897568302236,4.57687095323132e-29,1.13415206346708e-27,1.56389001463038e-27,"crovir-transcript-12062","NP_079097.1","Nonvenom",810.860202982152,0.598229979482431,0.190737539120457,3.13640399389147,0.0017103342415047,0.0139169084796095,0.0129530278148392,"crovir-transcript-12062","NP_079097.1","Nonvenom"
"ATP6AP1_crovir-transcript-14836",1146.44650942234,1.50997635918665,0.134743585931928,11.2062948951758,3.79759389935553e-29,9.48175764681893e-28,1.57460922377648e-27,"crovir-transcript-14836","NP_001174.2","Nonvenom",1146.44650942234,0.476133126629497,0.151201868449299,3.14898970173211,0.00163835968724202,0.0134056850339468,0.012581671111973,"crovir-transcript-14836","NP_001174.2","Nonvenom"
"ELK4_crovir-transcript-6293",129.811567542092,2.17759046630986,0.195261630895945,11.1521677675135,6.98828080380667e-29,1.71557738988051e-27,1.68909074851562e-27,"crovir-transcript-6293","NP_001964.2","Nonvenom",129.811567542092,-1.39540502547499,0.219229827396158,-6.3650327240984,1.95248103883952e-10,1.26863176858587e-08,9.89321959036998e-09,"crovir-transcript-6293","NP_001964.2","Nonvenom"
"ABCF1_crovir-transcript-13209",845.564023823791,-1.68806286113069,0.151132810430254,-11.1694003196593,5.75682211200001e-29,1.42120198319281e-27,1.94203514494991e-27,"crovir-transcript-13209","NP_001020262.1","Nonvenom",845.564023823791,0.810295224262807,0.171139235751167,4.73471335025103,2.19364909720134e-06,5.11205505160525e-05,4.75652181383857e-05,"crovir-transcript-13209","NP_001020262.1","Nonvenom"
"SLC7A2_crovir-transcript-4554",2261.58404083406,-2.25674079199439,0.20242071013012,-11.1487643262575,7.26076384870097e-29,1.77585621182607e-27,2.6375189613979e-27,"crovir-transcript-4554","NP_001158243.1","Nonvenom",2261.58404083406,-1.3905793564326,0.184358891104834,-7.54278433819532,4.60041609282272e-14,5.56692552883777e-12,5.12278503744014e-12,"crovir-transcript-4554","NP_001158243.1","Nonvenom"
"MED10_crovir-transcript-5479",525.139675236764,1.73657461721662,0.156526731835255,11.0944283884006,1.33510770018812e-28,3.22357597281684e-27,4.06911169263626e-27,"crovir-transcript-5479","NP_115662.2","Nonvenom",525.139675236764,0.655956463699985,0.162103271005584,4.04653440754684,5.19814870690305e-05,0.000789240074053482,0.000808844552785541,"crovir-transcript-5479","NP_115662.2","Nonvenom"
"AMN1_crovir-transcript-12253",750.768890501535,-1.03373430954733,0.093291792872809,-11.0806564834347,1.5572652190498e-28,3.73942210978752e-27,5.63567473529846e-27,"crovir-transcript-12253","NP_001106873.1","Nonvenom",750.768890501535,0.459109637313297,0.106233359515922,4.32170873071641,1.54825487974998e-05,0.000288439009377149,0.000259582174095951,"crovir-transcript-12253","NP_001106873.1","Nonvenom"
"COPS2_crovir-transcript-8377",1056.3195097878,-1.67423932819711,0.151185477346148,-11.0740750870128,1.67601771636967e-28,4.00997124408373e-27,6.34766297133607e-27,"crovir-transcript-8377","NP_001137359.1","Nonvenom",1056.3195097878,0.954619966220521,0.156623861933345,6.09498421528375,1.09448250596293e-09,5.94083302619385e-08,5.39273288570848e-08,"crovir-transcript-8377","NP_001137359.1","Nonvenom"
"LOC103050897_crovir-transcript-2764",158.60492731336,-2.03614183092537,0.184942238396705,-11.0096095331008,3.43489137025447e-28,8.00038391061213e-27,7.46837206040622e-27,"crovir-transcript-2764",NA,"Nonvenom",158.60492731336,-0.817173340249994,0.23188018037132,-3.52411896066934,0.000424893442756844,0.00448347560797021,0.00339192540647481,"crovir-transcript-2764",NA,"Nonvenom"
"LOC103061236_crovir-transcript-5615",494.62774223202,2.92512263066492,0.26519261241057,11.0301814370917,2.73313095580163e-28,6.39979847075184e-27,8.05560845028738e-27,"crovir-transcript-5615","NP_001306889.1","Nonvenom",494.62774223202,-0.84686138070321,0.268730872766699,-3.15133639832451,0.00162525184118079,0.0133411803825754,0.0120671374051584,"crovir-transcript-5615","NP_001306889.1","Nonvenom"
"LOC103048413_crovir-transcript-10103",557.208954955314,-1.96259813120516,0.177850743888461,-11.0350853097134,2.58805784085248e-28,6.08170526131163e-27,9.13559083772064e-27,"crovir-transcript-10103","NP_036462.2","Nonvenom",557.208954955314,-0.708261001235479,0.205478340978204,-3.44688884416586,0.000567081849231714,0.00561126000852687,0.00525998913729612,"crovir-transcript-10103","NP_036462.2","Nonvenom"
"NCBP3_crovir-transcript-9921",576.638141186125,0.835024006788223,0.0758547179963413,11.008201320167,3.48899619230583e-28,8.112069982922e-27,1.1106858133779e-26,"crovir-transcript-9921","XP_005256774.1","Nonvenom",576.638141186125,-0.840965373989888,0.0861620852904775,-9.76027183133682,1.66707777626444e-22,5.49718896723198e-20,4.85638471176102e-20,"crovir-transcript-9921","XP_005256774.1","Nonvenom"
"CDKL1_crovir-transcript-6937",273.981696181186,-2.80521211625681,0.255380899040488,-10.9844241554341,4.54125373466762e-28,1.05030435059865e-26,1.23191252603674e-26,"crovir-transcript-6937","NP_004187.2","Nonvenom",273.981696181186,-2.20546041339719,0.298636980004592,-7.38508812057795,1.52352451447476e-13,1.70299053779001e-11,2.72000295570578e-11,"crovir-transcript-6937","NP_004187.2","Nonvenom"
"IKZF5_crovir-transcript-10426",409.031764607132,1.4121175344172,0.128864674838915,10.9581429990988,6.07327715862877e-28,1.39727770998609e-26,1.75873860023565e-26,"crovir-transcript-10426","NP_001258769.1","Nonvenom",409.031764607132,0.52689519351183,0.116490984188198,4.52305555819326,6.09532321693742e-06,0.000127817668094443,0.00011692517672622,"crovir-transcript-10426","NP_001258769.1","Nonvenom"
"SLC35A1_crovir-transcript-8973",314.238206741698,1.52574724966476,0.139468025461737,10.9397637531145,7.43935080590111e-28,1.70265558462143e-26,2.15116448812699e-26,"crovir-transcript-8973","NP_006407.1","Nonvenom",314.238206741698,0.598350433587808,0.141014667435823,4.24317870238658,2.20375807880053e-05,0.000385000914693761,0.00035697418020048,"crovir-transcript-8973","NP_006407.1","Nonvenom"
"RPL19_crovir-transcript-2523",25075.0572662959,-1.67447509506236,0.152990323819147,-10.9449738601887,7.02379853865013e-28,1.61034323713086e-26,2.549891613528e-26,"crovir-transcript-2523","NP_000972.1","Nonvenom",25075.0572662959,0.642272944840517,0.173685637096431,3.69790476390355,0.000217386413149401,0.00259721629478316,0.00253146584455402,"crovir-transcript-2523","NP_000972.1","Nonvenom"
"NSA2_crovir-transcript-15703",2947.50898544764,-1.72873365403061,0.158687827419702,-10.8939272919681,1.23209883104407e-27,2.77653998113743e-26,4.85729414185665e-26,"crovir-transcript-15703","XP_011541400.1","Nonvenom",2947.50898544764,0.948778852887409,0.178872443926679,5.30422032628078,1.1315557821372e-07,3.89692448208608e-06,3.60595714276932e-06,"crovir-transcript-15703","XP_011541400.1","Nonvenom"
"CALCRL_crovir-transcript-8347",89.0120723470609,-3.75121430750406,0.347026644403702,-10.8095858574485,3.10066702940505e-27,6.89310176199777e-26,6.39829976204661e-26,"crovir-transcript-8347","XP_005246288.2","Nonvenom",89.0120723470609,1.73867591504745,0.378929895793134,4.5883841162974,4.46690157120336e-06,9.67461933073438e-05,8.01117909777745e-05,"crovir-transcript-8347","XP_005246288.2","Nonvenom"
"ELOVL5_crovir-transcript-8870",626.385110448129,2.88870585835207,0.266629837333354,10.8341432723467,2.37175027409126e-27,5.29945489209239e-26,8.01789882636303e-26,"crovir-transcript-8870","NP_001229757.1","Nonvenom",626.385110448129,-1.29334052033173,0.30051253967843,-4.3037822039496,1.67906732526458e-05,0.000309314218159774,0.000278707214471186,"crovir-transcript-8870","NP_001229757.1","Nonvenom"
"ATP6V0C_crovir-transcript-428",3097.14622326296,1.09062901207994,0.100871785963525,10.8120323404833,3.01906208401193e-27,6.72302288066373e-26,1.00286790405258e-25,"crovir-transcript-428","NP_001185498.1","Nonvenom",3097.14622326296,0.656351987671858,0.102662666353738,6.39328794958732,1.62356099472892e-10,1.08704413809515e-08,1.0436319400692e-08,"crovir-transcript-428","NP_001185498.1","Nonvenom"
"UCHL5_crovir-transcript-5696",912.20117321987,1.32521156404233,0.122647480325834,10.8050451629473,3.25796648380796e-27,7.23060137307076e-26,1.09214284705978e-25,"crovir-transcript-5696","XP_006711430.1","Nonvenom",912.20117321987,0.659223953447788,0.133414820781174,4.94115983207775,7.76592123953673e-07,2.06985105775373e-05,1.9326671191547e-05,"crovir-transcript-5696","XP_006711430.1","Nonvenom"
"ST3GAL2_crovir-transcript-15969",275.731310071901,-2.66709192830419,0.248798180476283,-10.7199012597218,8.2090924111667e-27,1.80067329877555e-25,2.11889936164554e-25,"crovir-transcript-15969","NP_008858.1","Nonvenom",275.731310071901,0.863770247239069,0.282171840081318,3.06114971284925,0.00220488815990135,0.0166757309799879,0.0251622969273963,"crovir-transcript-15969","NP_008858.1","Nonvenom"
"BORCS8_crovir-transcript-6275",637.987781454066,1.34550167859881,0.125309060526347,10.7374652155812,6.78825852388078e-27,1.49149353533867e-25,2.26420419326815e-25,"crovir-transcript-6275","NP_001139256.1","Nonvenom",637.987781454066,0.341527008843841,0.132317458777987,2.58111825905667,0.00984808399501558,0.0503864344042884,0.0464854894244752,"crovir-transcript-6275","NP_001139256.1","Nonvenom"
"SOWAHB_crovir-transcript-4253",263.767389646145,1.81056406554174,0.169071370932114,10.7088743384516,9.24794213833946e-27,2.0251764320553e-25,2.37512790052838e-25,"crovir-transcript-4253","NP_001025041.1","Nonvenom",263.767389646145,1.1395961008271,0.173422704305501,6.5712047646287,4.99097669147745e-11,3.61708695387844e-09,5.95652212622972e-09,"crovir-transcript-4253","NP_001025041.1","Nonvenom"
"CERCAM_crovir-transcript-1548",140.490630087361,-3.29838776823862,0.309373311354243,-10.6615136056835,1.54069329833806e-26,3.34612187017968e-25,3.29849380364184e-25,"crovir-transcript-1548","NP_057258.3","Nonvenom",140.490630087361,1.04780842980201,0.354148987187925,2.95866561167376,0.00308974170237994,0.0213593779111066,0.0185533463414767,"crovir-transcript-1548","NP_057258.3","Nonvenom"
"NDUFA3_crovir-transcript-2924",1106.70286791817,-1.41515811938464,0.132610249797907,-10.6715591105611,1.38286282255757e-26,3.0182583757908e-25,5.04424226932297e-25,"crovir-transcript-2924","NP_004533.1","Nonvenom",1106.70286791817,0.467488656195169,0.147430170047913,3.17091580402602,0.00151959180533749,0.0126297516776317,0.0118497111376872,"crovir-transcript-2924","NP_004533.1","Nonvenom"
"LOC103066276_crovir-transcript-3676",595.941185933883,-3.33840713662433,0.313974528980405,-10.6327323667478,2.09871946465751e-26,4.52082004944117e-25,6.21086722596993e-25,"crovir-transcript-3676","NP_001748.1","Nonvenom",595.941185933883,2.98816608964648,0.353305978562416,8.45772862889322,2.7263565824952e-17,4.99453379487663e-15,4.51508168162434e-15,"crovir-transcript-3676","NP_001748.1","Nonvenom"
"TPD52L1_crovir-transcript-9127",429.395742438545,5.42355837186102,0.510548638898391,10.6230003542139,2.32951030497885e-26,5.00977721868453e-25,6.32877476484123e-25,"crovir-transcript-9127","NP_001305832.1","Nonvenom",429.395742438545,1.67073476320703,0.496331394714768,3.36616780844009,0.000762203249773186,0.0071554881597924,0.00657794472591737,"crovir-transcript-9127","NP_001305832.1","Nonvenom"
"DHX30_crovir-transcript-12707",302.334633313774,1.77493892681892,0.167124644703092,10.6204499639908,2.39404319838988e-26,5.1318165015242e-25,6.47203211433255e-25,"crovir-transcript-12707","XP_011531792.1","Nonvenom",302.334633313774,0.821778062191536,0.173612635523291,4.73340007606354,2.20789682813064e-06,5.13618327390533e-05,5.59791363052663e-05,"crovir-transcript-12707","XP_011531792.1","Nonvenom"
